excluir;unidade;ano;mes;grau;score;predicao_obito;saidas;obitos_esperados;obitos_ocorridos
11/2024;HAC;2024;11;VI;25 a 29;55;3;1,65;2
11/2024;HAC;2024;11;VII;30 a 34;75;2;1,5;2
11/2024;HAC;2024;11;VIII;> 34;85;0;0,0;0
11/2024;HEM;2024;11;I;0 a 4;4;1;0,04;0
11/2024;HEM;2024;11;II;5 a 9;8;8;0,64;2
11/2024;HEM;2024;11;III;10 a 14;15;3;0,45;0
11/2024;HEM;2024;11;IV;15 a 19;25;4;1,0;1
11/2024;HEM;2024;11;V;20 a 24;40;2;0,8;0
11/2024;HEM;2024;11;VI;25 a 29;55;4;2,2;2
11/2024;HEM;2024;11;VII;30 a 34;75;1;0,75;1
11/2024;HEM;2024;11;VIII;> 34;85;2;1,7;2
11/2024;HJK;2024;11;I;0 a 4;4;61;2,4000000000000004;2
11/2024;HJK;2024;11;II;5 a 9;8;124;9,92;4
11/2024;HJK;2024;11;III;10 a 14;15;163;24,5;10
11/2024;HJK;2024;11;IV;15 a 19;25;127;31,8;20
11/2024;HJK;2024;11;V;20 a 24;40;76;30,400000000000002;19
11/2024;HJK;2024;11;VI;25 a 29;55;35;19,299999999999997;13
11/2024;HJK;2024;11;VII;30 a 34;75;22;16,5;9
11/2024;HJK;2024;11;VIII;> 34;85;8;6,8;6
11/2024;HJXXIII;2024;11;I;0 a 4;4;7;0,28;0
11/2024;HJXXIII;2024;11;II;5 a 9;8;23;1,84;2
11/2024;HJXXIII;2024;11;III;10 a 14;15;41;6,15;5
11/2024;HJXXIII;2024;11;IV;15 a 19;25;48;12,0;18
11/2024;HJXXIII;2024;11;V;20 a 24;40;20;8,0;8
11/2024;HJXXIII;2024;11;VI;25 a 29;55;15;8,25;10
11/2024;HJXXIII;2024;11;VII;30 a 34;75;2;1,5;2
11/2024;HJXXIII;2024;11;VIII;> 34;85;2;1,7;2
11/2024;HRAD;2024;11;I;0 a 4;4;0;0,0;0
11/2024;HRAD;2024;11;II;5 a 9;8;1;0,08;0
11/2024;HRAD;2024;11;III;10 a 14;15;4;0,6;0
11/2024;HRAD;2024;11;IV;15 a 19;25;9;2,25;0
11/2024;HRAD;2024;11;V;20 a 24;40;8;3,2;0
11/2024;HRAD;2024;11;VI;25 a 29;55;10;5,5;2
11/2024;HRAD;2024;11;VII;30 a 34;75;10;7,5;3
11/2024;HRAD;2024;11;VIII;> 34;85;5;4,25;2
11/2024;HRBJA;2024;11;I;0 a 4;4;3;0,12;0
11/2024;HRBJA;2024;11;II;5 a 9;8;9;0,72;1
11/2024;HRBJA;2024;11;III;10 a 14;15;19;2,85;2
11/2024;HRBJA;2024;11;IV;15 a 19;25;9;2,25;4
11/2024;HRBJA;2024;11;V;20 a 24;40;4;1,6;2
11/2024;HRBJA;2024;11;VI;25 a 29;55;1;0,55;1
11/2024;HRBJA;2024;11;VII;30 a 34;75;2;1,5;1
11/2024;HRBJA;2024;11;VIII;> 34;85;0;0,0;0
11/2024;HRJP;2024;11;I;0 a 4;4;0;0,0;0
11/2024;HRJP;2024;11;II;5 a 9;8;5;0,4;0
11/2024;HRJP;2024;11;III;10 a 14;15;9;1,35;0
11/2024;HRJP;2024;11;IV;15 a 19;25;8;2,0;1
11/2024;HRJP;2024;11;V;20 a 24;40;9;3,6;3
11/2024;HRJP;2024;11;VI;25 a 29;55;5;2,75;4
11/2024;HRJP;2024;11;VII;30 a 34;75;1;0,75;0
11/2024;HRJP;2024;11;VIII;> 34;85;0;0,0;0
11/2024;MOV;2024;11;I;0 a 4;4;2;0,08;0
11/2024;MOV;2024;11;II;5 a 9;8;2;0,16;0
11/2024;MOV;2024;11;III;10 a 14;15;9;1,35;0
11/2024;MOV;2024;11;IV;15 a 19;25;7;1,75;0
11/2024;MOV;2024;11;V;20 a 24;40;2;0,8;1
11/2024;MOV;2024;11;VI;25 a 29;55;1;0,55;1
11/2024;MOV;2024;11;VII;30 a 34;75;1;0,75;0
11/2024;MOV;2024;11;VIII;> 34;85;0;0,0;0
12/2024;HAC;2024;12;I;0 a 4;4;2;0,08;0
12/2024;HAC;2024;12;II;5 a 9;8;14;1,12;0
12/2024;HAC;2024;12;III;10 a 14;15;14;2,1;0
12/2024;HAC;2024;12;IV;15 a 19;25;4;1,0;0
12/2024;HAC;2024;12;V;20 a 24;40;0;0,0;0
12/2024;HAC;2024;12;VI;25 a 29;55;2;1,1;0
12/2024;HAC;2024;12;VII;30 a 34;75;1;0,75;1
12/2024;HAC;2024;12;VIII;> 34;85;0;0,0;0
12/2024;HEM;2024;12;I;0 a 4;4;2;0,08;0
12/2024;HEM;2024;12;II;5 a 9;8;12;0,96;1
12/2024;HEM;2024;12;III;10 a 14;15;11;1,65;1
12/2024;HEM;2024;12;IV;15 a 19;25;5;1,25;3
12/2024;HEM;2024;12;V;20 a 24;40;4;1,6;2
12/2024;HEM;2024;12;VI;25 a 29;55;4;2,2;3
12/2024;HEM;2024;12;VII;30 a 34;75;0;0,0;0
12/2024;HEM;2024;12;VIII;> 34;85;0;0,0;0
12/2024;HJK;2024;12;I;0 a 4;4;56;2,2;2
12/2024;HJK;2024;12;II;5 a 9;8;135;10,8;7
12/2024;HJK;2024;12;III;10 a 14;15;165;24,8;11
12/2024;HJK;2024;12;IV;15 a 19;25;131;32,8;14
12/2024;HJK;2024;12;V;20 a 24;40;89;35,599999999999994;24
12/2024;HJK;2024;12;VI;25 a 29;55;44;24,25;19
12/2024;HJK;2024;12;VII;30 a 34;75;23;17,25;11
12/2024;HJK;2024;12;VIII;> 34;85;8;6,8;7
12/2024;HJXXIII;2024;12;I;0 a 4;4;14;0,56;0
12/2024;HJXXIII;2024;12;II;5 a 9;8;21;1,68;0
12/2024;HJXXIII;2024;12;III;10 a 14;15;27;4,05;4
12/2024;HJXXIII;2024;12;IV;15 a 19;25;33;8,25;6
12/2024;HJXXIII;2024;12;V;20 a 24;40;24;9,6;7
12/2024;HJXXIII;2024;12;VI;25 a 29;55;12;6,6;6
12/2024;HJXXIII;2024;12;VII;30 a 34;75;7;5,25;6
12/2024;HJXXIII;2024;12;VIII;> 34;85;0;0,0;0
12/2024;HRAD;2024;12;I;0 a 4;4;0;0,0;0
12/2024;HRAD;2024;12;II;5 a 9;8;0;0,0;0
12/2024;HRAD;2024;12;III;10 a 14;15;3;0,45;0
12/2024;HRAD;2024;12;IV;15 a 19;25;7;1,75;0
12/2024;HRAD;2024;12;V;20 a 24;40;4;1,6;1
12/2024;HRAD;2024;12;VI;25 a 29;55;6;3,3;1
12/2024;HRAD;2024;12;VII;30 a 34;75;12;9,0;2
12/2024;HRAD;2024;12;VIII;> 34;85;7;5,95;5
12/2024;HRBJA;2024;12;I;0 a 4;4;3;0,12;0
12/2024;HRBJA;2024;12;II;5 a 9;8;6;0,48;1
12/2024;HRBJA;2024;12;III;10 a 14;15;11;1,65;0
12/2024;HRBJA;2024;12;IV;15 a 19;25;18;4,5;4
12/2024;HRBJA;2024;12;V;20 a 24;40;3;1,2;1
12/2024;HRBJA;2024;12;VI;25 a 29;55;3;1,65;2
12/2024;HRBJA;2024;12;VII;30 a 34;75;3;2,25;3
12/2024;HRBJA;2024;12;VIII;> 34;85;1;0,85;1
12/2024;HRJP;2024;12;I;0 a 4;4;1;0,04;0
12/2024;HRJP;2024;12;II;5 a 9;8;5;0,4;1
12/2024;HRJP;2024;12;III;10 a 14;15;10;1,5;1
12/2024;HRJP;2024;12;IV;15 a 19;25;12;3,0;1
12/2024;HRJP;2024;12;V;20 a 24;40;12;4,8;7
12/2024;HRJP;2024;12;VI;25 a 29;55;5;2,75;4
12/2024;HRJP;2024;12;VII;30 a 34;75;4;3,0;4
12/2024;HRJP;2024;12;VIII;> 34;85;1;0,85;1
12/2024;MOV;2024;12;I;0 a 4;4;0;0,0;0
12/2024;MOV;2024;12;II;5 a 9;8;3;0,24;0
12/2024;MOV;2024;12;III;10 a 14;15;5;0,75;0
12/2024;MOV;2024;12;IV;15 a 19;25;5;1,25;0
12/2024;MOV;2024;12;V;20 a 24;40;0;0,0;0
12/2024;MOV;2024;12;VI;25 a 29;55;0;0,0;0
12/2024;MOV;2024;12;VII;30 a 34;75;0;0,0;0
12/2024;MOV;2024;12;VIII;> 34;85;0;0,0;0
01/2025;HAC;2025;1;I;0 a 4;4;3;0,12;0
01/2025;HAC;2025;1;II;5 a 9;8;17;1,36;0
01/2025;HAC;2025;1;III;10 a 14;15;12;1,8;1
01/2025;HAC;2025;1;IV;15 a 19;25;7;1,75;1
01/2025;HAC;2025;1;V;20 a 24;40;4;1,6;3
01/2025;HAC;2025;1;VI;25 a 29;55;2;1,1;1
01/2025;HAC;2025;1;VII;30 a 34;75;1;0,75;1
01/2025;HAC;2025;1;VIII;> 34;85;0;0,0;0
01/2025;HEM;2025;1;I;0 a 4;4;1;0,04;0
01/2025;HEM;2025;1;II;5 a 9;8;11;0,88;1
01/2025;HEM;2025;1;III;10 a 14;15;10;1,5;0
01/2025;HEM;2025;1;IV;15 a 19;25;6;1,5;1
01/2025;HEM;2025;1;V;20 a 24;40;5;2,0;0
01/2025;HEM;2025;1;VI;25 a 29;55;5;2,75;1
01/2025;HEM;2025;1;VII;30 a 34;75;0;0,0;0
01/2025;HEM;2025;1;VIII;> 34;85;2;1,7;1
01/2025;HJK;2025;1;I;0 a 4;4;56;2,2;2
01/2025;HJK;2025;1;II;5 a 9;8;134;10,719999999999999;6
01/2025;HJK;2025;1;III;10 a 14;15;154;23,150000000000002;9
01/2025;HJK;2025;1;IV;15 a 19;25;131;32,8;21
01/2025;HJK;2025;1;V;20 a 24;40;76;30,400000000000002;17
01/2025;HJK;2025;1;VI;25 a 29;55;36;19,849999999999998;15
01/2025;HJK;2025;1;VII;30 a 34;75;21;15,75;10
01/2025;HJK;2025;1;VIII;> 34;85;7;5,95;6
01/2025;HJXXIII;2025;1;I;0 a 4;4;12;0,48;0
01/2025;HJXXIII;2025;1;II;5 a 9;8;29;2,32;1
01/2025;HJXXIII;2025;1;III;10 a 14;15;42;6,3;3
01/2025;HJXXIII;2025;1;IV;15 a 19;25;40;10,0;2
01/2025;HJXXIII;2025;1;V;20 a 24;40;21;8,4;6
01/2025;HJXXIII;2025;1;VI;25 a 29;55;6;3,3;2
01/2025;HJXXIII;2025;1;VII;30 a 34;75;6;4,5;6
01/2025;HJXXIII;2025;1;VIII;> 34;85;1;0,85;0
01/2025;HRAD;2025;1;I;0 a 4;4;0;0,0;0
01/2025;HRAD;2025;1;II;5 a 9;8;0;0,0;0
01/2025;HRAD;2025;1;III;10 a 14;15;1;0,15;0
01/2025;HRAD;2025;1;IV;15 a 19;25;6;1,5;1
01/2025;HRAD;2025;1;V;20 a 24;40;6;2,4;1
01/2025;HRAD;2025;1;VI;25 a 29;55;12;6,6;0
01/2025;HRAD;2025;1;VII;30 a 34;75;5;3,75;1
01/2025;HRAD;2025;1;VIII;> 34;85;6;5,1;0
01/2025;HRBJA;2025;1;I;0 a 4;4;5;0,2;2
01/2025;HRBJA;2025;1;II;5 a 9;8;11;0,88;0
01/2025;HRBJA;2025;1;III;10 a 14;15;23;3,45;6
01/2025;HRBJA;2025;1;IV;15 a 19;25;22;5,5;8
01/2025;HRBJA;2025;1;V;20 a 24;40;5;2,0;4
01/2025;HRBJA;2025;1;VI;25 a 29;55;4;2,2;3
01/2025;HRBJA;2025;1;VII;30 a 34;75;2;1,5;2
01/2025;HRBJA;2025;1;VIII;> 34;85;1;0,85;1
01/2025;HRJP;2025;1;I;0 a 4;4;1;0,04;0
01/2025;HRJP;2025;1;II;5 a 9;8;1;0,08;0
01/2025;HRJP;2025;1;III;10 a 14;15;3;0,45;0
01/2025;HRJP;2025;1;IV;15 a 19;25;1;0,25;0
01/2025;HRJP;2025;1;V;20 a 24;40;4;1,6;0
01/2025;HRJP;2025;1;VI;25 a 29;55;2;1,1;2
01/2025;HRJP;2025;1;VII;30 a 34;75;4;3,0;2
01/2025;HRJP;2025;1;VIII;> 34;85;1;0,85;0
01/2025;MOV;2025;1;I;0 a 4;4;0;0,0;0
01/2025;MOV;2025;1;II;5 a 9;8;2;0,16;0
01/2025;MOV;2025;1;III;10 a 14;15;0;0,0;0
01/2025;MOV;2025;1;IV;15 a 19;25;3;0,75;0
01/2025;MOV;2025;1;V;20 a 24;40;0;0,0;0
01/2025;MOV;2025;1;VI;25 a 29;55;0;0,0;0
01/2025;MOV;2025;1;VII;30 a 34;75;1;0,75;1
01/2025;MOV;2025;1;VIII;> 34;85;0;0,0;0
02/2025;HAC;2025;2;I;0 a 4;4;2;0,08;0
02/2025;HAC;2025;2;II;5 a 9;8;23;1,84;0
02/2025;HAC;2025;2;III;10 a 14;15;14;2,1;1
02/2025;HAC;2025;2;IV;15 a 19;25;4;1,0;2
02/2025;HAC;2025;2;V;20 a 24;40;1;0,4;1
02/2025;HAC;2025;2;VI;25 a 29;55;0;0,0;0
02/2025;HAC;2025;2;VII;30 a 34;75;1;0,75;1
02/2025;HAC;2025;2;VIII;> 34;85;1;0,85;1
02/2025;HEM;2025;2;I;0 a 4;4;2;0,08;1
02/2025;HEM;2025;2;II;5 a 9;8;10;0,8;0
02/2025;HEM;2025;2;III;10 a 14;15;8;1,2;3
02/2025;HEM;2025;2;IV;15 a 19;25;5;1,25;2
02/2025;HEM;2025;2;V;20 a 24;40;4;1,6;2
02/2025;HEM;2025;2;VI;25 a 29;55;2;1,1;0
02/2025;HEM;2025;2;VII;30 a 34;75;1;0,75;0
02/2025;HEM;2025;2;VIII;> 34;85;0;0,0;0
02/2025;HJK;2025;2;I;0 a 4;4;57;2,24;2
02/2025;HJK;2025;2;II;5 a 9;8;123;9,84;4
02/2025;HJK;2025;2;III;10 a 14;15;165;24,8;6
02/2025;HJK;2025;2;IV;15 a 19;25;115;28,8;18
02/2025;HJK;2025;2;V;20 a 24;40;84;33,599999999999994;21
02/2025;HJK;2025;2;VI;25 a 29;55;37;20,4;14
02/2025;HJK;2025;2;VII;30 a 34;75;20;15,0;11
02/2025;HJK;2025;2;VIII;> 34;85;11;9,35;9
02/2025;HJXXIII;2025;2;I;0 a 4;4;12;0,48;0
02/2025;HJXXIII;2025;2;II;5 a 9;8;27;2,16;0
02/2025;HJXXIII;2025;2;III;10 a 14;15;36;5,4;1
02/2025;HJXXIII;2025;2;IV;15 a 19;25;27;6,75;5
02/2025;HJXXIII;2025;2;V;20 a 24;40;26;10,4;6
02/2025;HJXXIII;2025;2;VI;25 a 29;55;9;4,95;4
02/2025;HJXXIII;2025;2;VII;30 a 34;75;4;3,0;2
02/2025;HJXXIII;2025;2;VIII;> 34;85;1;0,85;1
02/2025;HRAD;2025;2;I;0 a 4;4;0;0,0;0
02/2025;HRAD;2025;2;II;5 a 9;8;1;0,08;0
02/2025;HRAD;2025;2;III;10 a 14;15;3;0,45;0
02/2025;HRAD;2025;2;IV;15 a 19;25;6;1,5;0
02/2025;HRAD;2025;2;V;20 a 24;40;9;3,6;1
02/2025;HRAD;2025;2;VI;25 a 29;55;14;7,7;5
02/2025;HRAD;2025;2;VII;30 a 34;75;8;6,0;4
02/2025;HRAD;2025;2;VIII;> 34;85;10;8,5;3
02/2025;HRBJA;2025;2;I;0 a 4;4;3;0,12;0
02/2025;HRBJA;2025;2;II;5 a 9;8;9;0,72;0
02/2025;HRBJA;2025;2;III;10 a 14;15;15;2,25;4
02/2025;HRBJA;2025;2;IV;15 a 19;25;13;3,25;4
02/2025;HRBJA;2025;2;V;20 a 24;40;5;2,0;3
02/2025;HRBJA;2025;2;VI;25 a 29;55;2;1,1;0
02/2025;HRBJA;2025;2;VII;30 a 34;75;1;0,75;0
02/2025;HRBJA;2025;2;VIII;> 34;85;0;0,0;0
02/2025;HRJP;2025;2;I;0 a 4;4;0;0,0;0
02/2025;HRJP;2025;2;II;5 a 9;8;3;0,24;0
02/2025;HRJP;2025;2;III;10 a 14;15;5;0,75;0
02/2025;HRJP;2025;2;IV;15 a 19;25;2;0,5;0
02/2025;HRJP;2025;2;V;20 a 24;40;3;1,2;0
02/2025;HRJP;2025;2;VI;25 a 29;55;6;3,3;2
02/2025;HRJP;2025;2;VII;30 a 34;75;2;1,5;1
02/2025;HRJP;2025;2;VIII;> 34;85;0;0,0;0
02/2025;MOV;2025;2;I;0 a 4;4;0;0,0;0
02/2025;MOV;2025;2;II;5 a 9;8;1;0,08;0
02/2025;MOV;2025;2;III;10 a 14;15;2;0,3;0
02/2025;MOV;2025;2;IV;15 a 19;25;0;0,0;0
02/2025;MOV;2025;2;V;20 a 24;40;1;0,4;0
02/2025;MOV;2025;2;VI;25 a 29;55;1;0,55;0
02/2025;MOV;2025;2;VII;30 a 34;75;0;0,0;0
02/2025;MOV;2025;2;VIII;> 34;85;0;0,0;0
03/2025;HAC;2025;3;I;0 a 4;4;0;0,0;0
03/2025;HAC;2025;3;II;5 a 9;8;6;0,48;0
03/2025;HAC;2025;3;III;10 a 14;15;17;2,55;0
03/2025;HAC;2025;3;IV;15 a 19;25;14;3,5;1
03/2025;HAC;2025;3;V;20 a 24;40;7;2,8;0
03/2025;HAC;2025;3;VI;25 a 29;55;2;1,1;1
03/2025;HAC;2025;3;VII;30 a 34;75;2;1,5;2
03/2025;HAC;2025;3;VIII;> 34;85;0;0,0;0
03/2025;HEM;2025;3;I;0 a 4;4;3;0,12;0
03/2025;HEM;2025;3;II;5 a 9;8;12;0,96;0
03/2025;HEM;2025;3;III;10 a 14;15;7;1,05;0
03/2025;HEM;2025;3;IV;15 a 19;25;5;1,25;1
03/2025;HEM;2025;3;V;20 a 24;40;2;0,8;1
03/2025;HEM;2025;3;VI;25 a 29;55;4;2,2;4
03/2025;HEM;2025;3;VII;30 a 34;75;3;2,25;3
03/2025;HEM;2025;3;VIII;> 34;85;1;0,85;0
03/2025;HJK;2025;3;I;0 a 4;4;57;2,24;2
03/2025;HJK;2025;3;II;5 a 9;8;127;10,16;5
03/2025;HJK;2025;3;III;10 a 14;15;186;27,950000000000003;10
03/2025;HJK;2025;3;IV;15 a 19;25;125;31,3;17
03/2025;HJK;2025;3;V;20 a 24;40;80;32,0;18
03/2025;HJK;2025;3;VI;25 a 29;55;30;16,549999999999997;12
03/2025;HJK;2025;3;VII;30 a 34;75;19;14,25;10
03/2025;HJK;2025;3;VIII;> 34;85;9;7,65;6
03/2025;HJXXIII;2025;3;I;0 a 4;4;11;0,44;0
03/2025;HJXXIII;2025;3;II;5 a 9;8;31;2,48;0
03/2025;HJXXIII;2025;3;III;10 a 14;15;36;5,4;3
03/2025;HJXXIII;2025;3;IV;15 a 19;25;44;11,0;4
03/2025;HJXXIII;2025;3;V;20 a 24;40;23;9,2;8
03/2025;HJXXIII;2025;3;VI;25 a 29;55;11;6,05;10
03/2025;HJXXIII;2025;3;VII;30 a 34;75;8;6,0;6
03/2025;HJXXIII;2025;3;VIII;> 34;85;0;0,0;0
03/2025;HRAD;2025;3;I;0 a 4;4;0;0,0;0
03/2025;HRAD;2025;3;II;5 a 9;8;0;0,0;0
03/2025;HRAD;2025;3;III;10 a 14;15;4;0,6;0
03/2025;HRAD;2025;3;IV;15 a 19;25;9;2,25;0
03/2025;HRAD;2025;3;V;20 a 24;40;3;1,2;0
03/2025;HRAD;2025;3;VI;25 a 29;55;9;4,95;1
03/2025;HRAD;2025;3;VII;30 a 34;75;9;6,75;1
03/2025;HRAD;2025;3;VIII;> 34;85;12;10,2;4
03/2025;HRBJA;2025;3;I;0 a 4;4;7;0,28;0
03/2025;HRBJA;2025;3;II;5 a 9;8;13;1,04;0
03/2025;HRBJA;2025;3;III;10 a 14;15;15;2,25;1
03/2025;HRBJA;2025;3;IV;15 a 19;25;15;3,75;2
03/2025;HRBJA;2025;3;V;20 a 24;40;17;6,8;6
03/2025;HRBJA;2025;3;VI;25 a 29;55;9;4,95;6
03/2025;HRBJA;2025;3;VII;30 a 34;75;4;3,0;3
03/2025;HRBJA;2025;3;VIII;> 34;85;3;2,55;3
03/2025;HRJP;2025;3;I;0 a 4;4;1;0,04;0
03/2025;HRJP;2025;3;II;5 a 9;8;7;0,56;1
03/2025;HRJP;2025;3;III;10 a 14;15;18;2,7;1
03/2025;HRJP;2025;3;IV;15 a 19;25;7;1,75;2
03/2025;HRJP;2025;3;V;20 a 24;40;1;0,4;1
03/2025;HRJP;2025;3;VI;25 a 29;55;2;1,1;2
03/2025;HRJP;2025;3;VII;30 a 34;75;1;0,75;1
03/2025;HRJP;2025;3;VIII;> 34;85;1;0,85;1
03/2025;MOV;2025;3;I;0 a 4;4;2;0,08;0
03/2025;MOV;2025;3;II;5 a 9;8;8;0,64;0
03/2025;MOV;2025;3;III;10 a 14;15;9;1,35;0
03/2025;MOV;2025;3;IV;15 a 19;25;7;1,75;1
03/2025;MOV;2025;3;V;20 a 24;40;0;0,0;0
03/2025;MOV;2025;3;VI;25 a 29;55;1;0,55;0
03/2025;MOV;2025;3;VII;30 a 34;75;0;0,0;0
03/2025;MOV;2025;3;VIII;> 34;85;0;0,0;0
04/2025;HAC;2025;4;I;0 a 4;4;0;0,0;0
04/2025;HAC;2025;4;II;5 a 9;8;3;0,24;0
04/2025;HAC;2025;4;III;10 a 14;15;7;1,05;1
04/2025;HAC;2025;4;IV;15 a 19;25;10;2,5;2
04/2025;HAC;2025;4;V;20 a 24;40;4;1,6;0
04/2025;HAC;2025;4;VI;25 a 29;55;1;0,55;1
04/2025;HAC;2025;4;VII;30 a 34;75;0;0,0;0
04/2025;HAC;2025;4;VIII;> 34;85;2;1,7;2
04/2025;HEM;2025;4;I;0 a 4;4;4;0,16;0
04/2025;HEM;2025;4;II;5 a 9;8;8;0,64;2
04/2025;HEM;2025;4;III;10 a 14;15;9;1,35;1
04/2025;HEM;2025;4;IV;15 a 19;25;4;1,0;0
04/2025;HEM;2025;4;V;20 a 24;40;4;1,6;3
04/2025;HEM;2025;4;VI;25 a 29;55;3;1,65;2
04/2025;HEM;2025;4;VII;30 a 34;75;3;2,25;2
04/2025;HEM;2025;4;VIII;> 34;85;0;0,0;0
04/2025;HJK;2025;4;I;0 a 4;4;61;2,4000000000000004;2
04/2025;HJK;2025;4;II;5 a 9;8;134;10,719999999999999;6
04/2025;HJK;2025;4;III;10 a 14;15;144;21,650000000000002;10
04/2025;HJK;2025;4;IV;15 a 19;25;118;29,55;17
04/2025;HJK;2025;4;V;20 a 24;40;84;33,599999999999994;19
04/2025;HJK;2025;4;VI;25 a 29;55;33;18,2;16
04/2025;HJK;2025;4;VII;30 a 34;75;22;16,5;11
04/2025;HJK;2025;4;VIII;> 34;85;8;6,8;7
04/2025;HJXXIII;2025;4;I;0 a 4;4;11;0,44;0
04/2025;HJXXIII;2025;4;II;5 a 9;8;34;2,72;0
04/2025;HJXXIII;2025;4;III;10 a 14;15;34;5,1;1
04/2025;HJXXIII;2025;4;IV;15 a 19;25;39;9,75;6
04/2025;HJXXIII;2025;4;V;20 a 24;40;28;11,2;8
04/2025;HJXXIII;2025;4;VI;25 a 29;55;10;5,5;4
04/2025;HJXXIII;2025;4;VII;30 a 34;75;5;3,75;4
04/2025;HJXXIII;2025;4;VIII;> 34;85;1;0,85;1
04/2025;HRAD;2025;4;I;0 a 4;4;0;0,0;0
04/2025;HRAD;2025;4;II;5 a 9;8;0;0,0;0
04/2025;HRAD;2025;4;III;10 a 14;15;0;0,0;0
04/2025;HRAD;2025;4;IV;15 a 19;25;3;0,75;0
04/2025;HRAD;2025;4;V;20 a 24;40;8;3,2;1
04/2025;HRAD;2025;4;VI;25 a 29;55;6;3,3;1
04/2025;HRAD;2025;4;VII;30 a 34;75;12;9,0;4
04/2025;HRAD;2025;4;VIII;> 34;85;12;10,2;6
04/2025;HRBJA;2025;4;I;0 a 4;4;4;0,16;0
04/2025;HRBJA;2025;4;II;5 a 9;8;11;0,88;0
04/2025;HRBJA;2025;4;III;10 a 14;15;12;1,8;0
04/2025;HRBJA;2025;4;IV;15 a 19;25;18;4,5;2
04/2025;HRBJA;2025;4;V;20 a 24;40;11;4,4;2
04/2025;HRBJA;2025;4;VI;25 a 29;55;11;6,05;3
04/2025;HRBJA;2025;4;VII;30 a 34;75;5;3,75;2
04/2025;HRBJA;2025;4;VIII;> 34;85;4;3,4;2
04/2025;HRJP;2025;4;I;0 a 4;4;0;0,0;0
04/2025;HRJP;2025;4;II;5 a 9;8;3;0,24;1
04/2025;HRJP;2025;4;III;10 a 14;15;9;1,35;2
04/2025;HRJP;2025;4;IV;15 a 19;25;10;2,5;2
04/2025;HRJP;2025;4;V;20 a 24;40;3;1,2;1
04/2025;HRJP;2025;4;VI;25 a 29;55;3;1,65;1
04/2025;HRJP;2025;4;VII;30 a 34;75;1;0,75;1
04/2025;HRJP;2025;4;VIII;> 34;85;1;0,85;1
04/2025;MOV;2025;4;I;0 a 4;4;0;0,0;0
04/2025;MOV;2025;4;II;5 a 9;8;5;0,4;0
04/2025;MOV;2025;4;III;10 a 14;15;9;1,35;0
04/2025;MOV;2025;4;IV;15 a 19;25;8;2,0;1
04/2025;MOV;2025;4;V;20 a 24;40;1;0,4;0
04/2025;MOV;2025;4;VI;25 a 29;55;0;0,0;0
04/2025;MOV;2025;4;VII;30 a 34;75;0;0,0;0
04/2025;MOV;2025;4;VIII;> 34;85;1;0,85;1
05/2025;HAC;2025;5;I;0 a 4;4;1;0,04;0
05/2025;HAC;2025;5;II;5 a 9;8;6;0,48;1
05/2025;HAC;2025;5;III;10 a 14;15;17;2,55;2
05/2025;HAC;2025;5;IV;15 a 19;25;13;3,25;0
05/2025;HAC;2025;5;V;20 a 24;40;4;1,6;3
05/2025;HAC;2025;5;VI;25 a 29;55;0;0,0;0
05/2025;HAC;2025;5;VII;30 a 34;75;1;0,75;1
05/2025;HAC;2025;5;VIII;> 34;85;1;0,85;1
05/2025;HEM;2025;5;I;0 a 4;4;4;0,16;1
05/2025;HEM;2025;5;II;5 a 9;8;6;0,48;0
05/2025;HEM;2025;5;III;10 a 14;15;7;1,05;0
05/2025;HEM;2025;5;IV;15 a 19;25;7;1,75;0
05/2025;HEM;2025;5;V;20 a 24;40;1;0,4;0
05/2025;HEM;2025;5;VI;25 a 29;55;3;1,65;2
05/2025;HEM;2025;5;VII;30 a 34;75;4;3,0;4
05/2025;HEM;2025;5;VIII;> 34;85;3;2,55;1
05/2025;HJK;2025;5;I;0 a 4;4;59;2,3200000000000003;2
05/2025;HJK;2025;5;II;5 a 9;8;129;10,32;4
05/2025;HJK;2025;5;III;10 a 14;15;157;23,6;8
05/2025;HJK;2025;5;IV;15 a 19;25;131;32,8;20
05/2025;HJK;2025;5;V;20 a 24;40;92;36,8;22
05/2025;HJK;2025;5;VI;25 a 29;55;39;21,5;19
05/2025;HJK;2025;5;VII;30 a 34;75;24;18,0;10
05/2025;HJK;2025;5;VIII;> 34;85;8;6,8;6
05/2025;HJXXIII;2025;5;I;0 a 4;4;11;0,44;0
05/2025;HJXXIII;2025;5;II;5 a 9;8;18;1,44;0
05/2025;HJXXIII;2025;5;III;10 a 14;15;43;6,45;2
05/2025;HJXXIII;2025;5;IV;15 a 19;25;40;10,0;4
05/2025;HJXXIII;2025;5;V;20 a 24;40;24;9,6;4
05/2025;HJXXIII;2025;5;VI;25 a 29;55;7;3,85;4
05/2025;HJXXIII;2025;5;VII;30 a 34;75;7;5,25;5
05/2025;HJXXIII;2025;5;VIII;> 34;85;5;4,25;3
05/2025;HRAD;2025;5;I;0 a 4;4;0;0,0;0
05/2025;HRAD;2025;5;II;5 a 9;8;0;0,0;0
05/2025;HRAD;2025;5;III;10 a 14;15;1;0,15;0
05/2025;HRAD;2025;5;IV;15 a 19;25;1;0,25;0
05/2025;HRAD;2025;5;V;20 a 24;40;5;2,0;0
05/2025;HRAD;2025;5;VI;25 a 29;55;15;8,25;4
